Year,Country Code,Country Name,Sex,Pop: All Ages,Pop: 0-1 Years,Pop: 1-24 Years,Pop: 25-44 Years,Pop: 45-69 Years,Pop: 70-95+ Years,Pop: Age Not Specified,Age Format,Pop: Smoketest All Ages
1998,4230,Poland,2 - Female,19864200.0,194800.0,8134200.0,4562100.0,3629300.0,522900.0,0.0,2,19864200.0
1999,4230,Poland,1 - Male,18788700.0,199600.0,8441400.0,4495500.0,2772400.0,220500.0,0.0,2,18788500.0
1999,4230,Poland,2 - Female,19864900.0,187700.0,8085900.0,4522000.0,3595700.0,516200.0,0.0,2,19865000.0
2000,4230,Poland,1 - Male,18541844.0,197384.0,8279555.0,4362897.0,2745119.0,219199.0,0.0,1,18541844.0
2000,4230,Poland,2 - Female,19714101.0,188081.0,7950611.0,4403253.0,3552068.0,536540.0,0.0,1,19714101.0
2001,4230,Poland,1 - Male,18532945.0,190938.0,8206291.0,4294133.0,2758983.0,230244.0,0.0,1,18532945.0
2001,4230,Poland,2 - Female,19717845.0,181842.0,7880156.0,4326913.0,3550900.0,558191.0,0.0,1,19717845.0
2002,4230,Poland,1 - Male,18517179.0,183659.0,8111995.0,4210059.0,2820368.0,244355.0,0.0,2,18517179.0
2002,4230,Poland,2 - Female,19715122.0,174450.0,7789211.0,4235159.0,3603595.0,588738.0,0.0,2,19715122.0
2003,4230,Poland,1 - Male,18492950.0,179948.0,8017070.0,4136009.0,2877537.0,254074.0,0.0,0,18492950.0
2003,4230,Poland,2 - Female,19702227.0,169582.0,7697777.0,4152819.0,3657281.0,609228.0,0.0,0,19702227.0
2004,4230,Poland,1 - Male,18478368.0,181661.0,7903537.0,4058719.0,2949757.0,269682.0,0.0,0,18478368.0
2004,4230,Poland,2 - Female,19701881.0,170905.0,7587343.0,4067641.0,3726648.0,648232.0,0.0,0,19701881.0
2005,4230,Poland,1 - Male,18460730.0,185423.0,7780049.0,3981627.0,3024737.0,285963.0,0.0,0,18460730.0
2005,4230,Poland,2 - Female,19700583.0,175442.0,7466951.0,3984045.0,3799523.0,688415.0,0.0,0,19700583.0
2006,4230,Poland,1 - Male,18436101.0,188332.0,7643922.0,3908034.0,3107979.0,303763.0,0.0,0,18436101.0
2006,4230,Poland,2 - Female,19696176.0,178254.0,7335575.0,3905859.0,3883201.0,730603.0,0.0,0,19696176.0
2007,4230,Poland,1 - Male,18417074.0,194530.0,7508300.0,3845481.0,3198917.0,325577.0,0.0,1,18417074.0
2007,4230,Poland,2 - Female,19698893.0,183484.0,7207599.0,3838172.0,3977336.0,787289.0,0.0,1,19698893.0
2008,4230,Poland,1 - Male,18408405.0,204176.0,7382053.0,3796956.0,3294702.0,344131.0,0.0,1,18408405.0
2008,4230,Poland,2 - Female,19707504.0,193099.0,7086586.0,3783568.0,4077603.0,823811.0,0.0,1,19707504.0
2009,4230,Poland,1 - Male,18423343.0,218239.0,7268279.0,3769565.0,3393358.0,363567.0,0.0,1,18423343.0
2009,4230,Poland,2 - Female,19730046.0,206533.0,6971514.0,3749347.0,4182592.0,861005.0,0.0,1,19730046.0
2010,4230,Poland,1 - Male,18422344.0,211846.0,7085632.0,3765917.0,3547737.0,386084.0,0.0,1,18422344.0
2010,4230,Poland,2 - Female,19620059.0,198698.0,6783772.0,3704836.0,4286710.0,910986.0,0.0,1,19620059.0
2011,4230,Poland,1 - Male,18422837.0,196363.0,6989014.0,3791951.0,3655347.0,409035.0,0.0,1,18422837.0
2011,4230,Poland,2 - Female,19628195.0,185444.0,6685832.0,3727993.0,4392879.0,953354.0,0.0,1,19628195.0
2012,4230,Poland,1 - Male,18424160.0,196070.0,6869914.0,3831740.0,3762189.0,429781.0,0.0,1,18424160.0
2012,4230,Poland,2 - Female,19634974.0,185267.0,6568716.0,3764495.0,4497710.0,991077.0,0.0,1,19634974.0
2013,4230,Poland,1 - Male,18411126.0,187806.0,6736281.0,3875315.0,3866967.0,443634.0,0.0,1,18411126.0
2013,4230,Poland,2 - Female,19620506.0,177718.0,6433626.0,3805380.0,4603966.0,1017135.0,0.0,1,19620506.0
2014,4230,Poland,1 - Male,18397470.0,185435.0,6589232.0,3935696.0,3963821.0,455470.0,0.0,0,18397470.0
2014,4230,Poland,2 - Female,19608684.0,175550.0,6289397.0,3859162.0,4699033.0,1027627.0,0.0,0,19608684.0
2015,4230,Poland,1 - Male,18384771.0,186466.0,6454404.0,4003766.0,4043381.0,467771.0,0.0,0,18384771.0
2015,4230,Poland,2 - Female,19596817.0,176436.0,6160303.0,3924649.0,4778252.0,1048738.0,0.0,0,19596817.0
2016,4230,Poland,1 - Male,18370677.0,187864.0,6333556.0,4069217.0,4104304.0,482863.0,0.0,0,18370677.0
2016,4230,Poland,2 - Female,19586102.0,178005.0,6042984.0,3988816.0,4842283.0,1075048.0,0.0,0,19586102.0
2017,4230,Poland,1 - Male,18373411.0,199755.0,6233058.0,4147242.0,4162597.0,493572.0,0.0,0,18373411.0
2017,4230,Poland,2 - Female,19588907.0,189768.0,5946754.0,4061932.0,4907162.0,1091340.0,0.0,0,19588907.0
2018,4230,Poland,1 - Male,18368040.0,189170.0,6078039.0,4332204.0,4249196.0,510932.0,0.0,0,18368040.0
2018,4230,Poland,2 - Female,19580100.0,179339.0,5794156.0,4238861.0,5007525.0,1116406.0,0.0,0,19580100.0
1950,4290,Sweden,1 - Male,3495800.0,59800.0,1497200.0,788100.0,561600.0,46300.0,0.0,1,3496000.0
1950,4290,Sweden,2 - Female,3520700.0,56300.0,1449100.0,782700.0,617500.0,60400.0,0.0,1,3520700.0
1951,4290,Sweden,1 - Male,3521100.0,56900.0,1498100.0,791500.0,570900.0,46800.0,0.0,1,3521200.0
1951,4290,Sweden,2 - Female,3549200.0,53600.0,1451800.0,785600.0,629000.0,60800.0,0.0,1,3549300.0
1952,4290,Sweden,1 - Male,3549100.0,55700.0,1500800.0,795800.0,581200.0,47700.0,0.0,1,3548800.0
1952,4290,Sweden,2 - Female,3575600.0,52500.0,1453800.0,788100.0,640200.0,61600.0,0.0,1,3575400.0
1953,4290,Sweden,1 - Male,3573000.0,55800.0,1502800.0,798900.0,591700.0,48900.0,0.0,1,3573000.0
1953,4290,Sweden,2 - Female,3598400.0,52500.0,1455600.0,789600.0,651300.0,62700.0,0.0,1,3598500.0
1954,4290,Sweden,1 - Male,3594300.0,54500.0,1505400.0,800600.0,602300.0,50400.0,0.0,1,3594500.0
1954,4290,Sweden,2 - Female,3619200.0,51400.0,1457200.0,790300.0,662700.0,64000.0,0.0,1,3619200.0
1955,4290,Sweden,1 - Male,3619500.0,53800.0,1511300.0,807500.0,613700.0,52300.0,0.0,1,3619600.0
1955,4290,Sweden,2 - Female,3642900.0,50800.0,1461300.0,795500.0,675100.0,65800.0,0.0,1,3642700.0
1956,4290,Sweden,1 - Male,3647600.0,54700.0,1520100.0,816900.0,626700.0,54200.0,0.0,1,3647700.0
1956,4290,Sweden,2 - Female,3668100.0,51300.0,1467100.0,803200.0,689200.0,68100.0,0.0,1,3668000.0
1957,4290,Sweden,1 - Male,3674600.0,54600.0,1531600.0,820400.0,640000.0,56100.0,0.0,1,3674700.0
1957,4290,Sweden,2 - Female,3692400.0,51400.0,1474900.0,806400.0,703400.0,70400.0,0.0,1,3692600.0
1958,4290,Sweden,1 - Male,3699100.0,53800.0,1542200.0,820500.0,652900.0,57900.0,0.0,1,3699100.0
1958,4290,Sweden,2 - Female,3716100.0,51100.0,1482800.0,806100.0,717500.0,72900.0,0.0,1,3716300.0
1959,4290,Sweden,1 - Male,3718700.0,53500.0,1549500.0,817100.0,665800.0,59700.0,0.0,1,3718600.0
1959,4290,Sweden,2 - Female,3735000.0,50200.0,1488300.0,802800.0,730800.0,75800.0,0.0,1,3735200.0
1960,4290,Sweden,1 - Male,3731500.0,52200.0,1553900.0,811900.0,677300.0,61600.0,0.0,1,3731400.0
1960,4290,Sweden,2 - Female,3748900.0,49600.0,1492700.0,797100.0,743300.0,78300.0,0.0,1,3748900.0
1961,4290,Sweden,1 - Male,3751500.0,52300.0,1566100.0,805100.0,690000.0,62600.0,0.0,1,3751500.0
1961,4290,Sweden,2 - Female,3769100.0,49700.0,1500600.0,792700.0,756800.0,80600.0,0.0,1,3769200.0
1962,4290,Sweden,1 - Male,3772600.0,53600.0,1578500.0,797000.0,702900.0,63800.0,0.0,1,3772500.0
1962,4290,Sweden,2 - Female,3788900.0,50800.0,1508700.0,785600.0,770800.0,82600.0,0.0,1,3789200.0
1963,4290,Sweden,1 - Male,3794000.0,55800.0,1591400.0,788500.0,717100.0,64600.0,0.0,1,3793900.0
1963,4290,Sweden,2 - Female,3810400.0,52700.0,1518500.0,778200.0,785200.0,84800.0,0.0,1,3810400.0
1964,4290,Sweden,1 - Male,3823300.0,59700.0,1610500.0,780400.0,732600.0,66100.0,0.0,1,3823200.0
1964,4290,Sweden,2 - Female,3838100.0,56600.0,1533000.0,770800.0,800800.0,88100.0,0.0,1,3838200.0
1965,4290,Sweden,1 - Male,3861700.0,62200.0,1637700.0,774000.0,748100.0,68300.0,0.0,1,3861600.0
1965,4290,Sweden,2 - Female,3872200.0,59100.0,1554200.0,764200.0,815900.0,92200.0,0.0,1,3872300.0
1966,4290,Sweden,1 - Male,3900800.0,62600.0,1666600.0,768300.0,762000.0,70800.0,0.0,1,3900900.0
1966,4290,Sweden,2 - Female,3907000.0,59100.0,1577500.0,758800.0,829000.0,96700.0,0.0,1,3907000.0
1967,4290,Sweden,1 - Male,3930700.0,62200.0,1687700.0,761200.0,775800.0,72500.0,0.0,1,3930700.0
1967,4290,Sweden,2 - Female,3937200.0,58700.0,1596500.0,752000.0,842600.0,100400.0,0.0,1,3936900.0
1968,4290,Sweden,1 - Male,3950800.0,59300.0,1703300.0,752700.0,788800.0,73400.0,0.0,1,3951100.0
1968,4290,Sweden,2 - Female,3961400.0,56100.0,1612600.0,743800.0,855900.0,103500.0,0.0,1,3961300.0
1969,4290,Sweden,1 - Male,3978000.0,55700.0,1722400.0,745200.0,800200.0,74400.0,0.0,1,3977900.0
1969,4290,Sweden,2 - Female,3990000.0,52700.0,1631200.0,736100.0,867500.0,106900.0,0.0,1,3990100.0
1970,4290,Sweden,1 - Male,4016300.0,55000.0,1745400.0,735000.0,809900.0,76000.0,0.0,1,4016400.0
1970,4290,Sweden,2 - Female,4026500.0,52100.0,1651400.0,724600.0,877800.0,110900.0,0.0,1,4026500.0
1971,4290,Sweden,1 - Male,4042300.0,56500.0,1756300.0,721400.0,817300.0,77900.0,0.0,1,4042400.0
1971,4290,Sweden,2 - Female,4056000.0,53600.0,1662800.0,710000.0,886600.0,116000.0,0.0,1,4056000.0
1972,4290,Sweden,1 - Male,4050000.0,57600.0,1751200.0,710700.0,823700.0,79500.0,0.0,1,4050100.0
1972,4290,Sweden,2 - Female,4072300.0,54500.0,1661800.0,699200.0,894300.0,121100.0,0.0,1,4072500.0
1973,4290,Sweden,1 - Male,4052900.0,56800.0,1739800.0,703600.0,828700.0,81100.0,0.0,1,4053100.0
1973,4290,Sweden,2 - Female,4083900.0,53700.0,1653900.0,691500.0,900600.0,126000.0,0.0,1,4083900.0
1974,4290,Sweden,1 - Male,4061200.0,56000.0,1727100.0,700500.0,832900.0,82600.0,0.0,1,4060700.0
1974,4290,Sweden,2 - Female,4099400.0,53000.0,1643800.0,687500.0,905900.0,131500.0,0.0,1,4099400.0
1975,4290,Sweden,1 - Male,4074500.0,54500.0,1717400.0,700500.0,841500.0,84200.0,0.0,1,4074700.0
1975,4290,Sweden,2 - Female,4118000.0,51700.0,1635300.0,685500.0,915100.0,136900.0,0.0,1,4118200.0
1976,4290,Sweden,1 - Male,4086900.0,51600.0,1707600.0,703400.0,851600.0,85900.0,0.0,2,4086900.0
1976,4290,Sweden,2 - Female,4135400.0,49100.0,1626800.0,685700.0,926300.0,141800.0,0.0,2,4135600.0
1977,4290,Sweden,1 - Male,4098600.0,49900.0,1696800.0,712500.0,856900.0,87700.0,0.0,1,4098300.0
1977,4290,Sweden,2 - Female,4153000.0,47200.0,1617100.0,692000.0,933400.0,146900.0,0.0,1,4153000.0
1978,4290,Sweden,1 - Male,4107100.0,48500.0,1684000.0,728200.0,859900.0,89800.0,0.0,2,4107100.0
1978,4290,Sweden,2 - Female,4168700.0,46000.0,1605500.0,704400.0,938200.0,152800.0,0.0,2,4168800.0
1979,4290,Sweden,1 - Male,4112500.0,48400.0,1670200.0,748800.0,861200.0,92000.0,0.0,1,4112400.0
1979,4290,Sweden,2 - Female,4181200.0,46100.0,1592600.0,721600.0,941200.0,158600.0,0.0,1,4181300.0
1980,4290,Sweden,1 - Male,4117700.0,49400.0,1658600.0,772300.0,860900.0,94000.0,0.0,1,4117500.0
1980,4290,Sweden,2 - Female,4192800.0,47000.0,1581800.0,741600.0,942200.0,164800.0,0.0,1,4192900.0
1981,4290,Sweden,1 - Male,4119200.0,48800.0,1648700.0,795900.0,858600.0,96500.0,0.0,1,4119000.0
1981,4290,Sweden,2 - Female,4201300.0,46500.0,1573500.0,762300.0,941000.0,171500.0,0.0,1,4201500.0
1982,4290,Sweden,1 - Male,4118000.0,47800.0,1637800.0,819300.0,853800.0,99500.0,0.0,1,4117900.0
1982,4290,Sweden,2 - Female,4207300.0,45500.0,1563800.0,783600.0,937500.0,178600.0,0.0,1,4207100.0
1983,4290,Sweden,1 - Male,4116700.0,47400.0,1626000.0,842300.0,848400.0,102300.0,0.0,2,4116700.0
1983,4290,Sweden,2 - Female,4212300.0,44800.0,1553000.0,805500.0,933200.0,185900.0,0.0,2,4212300.0
1984,4290,Sweden,1 - Male,4118300.0,47700.0,1616800.0,864100.0,842000.0,105300.0,0.0,2,4118300.0
1984,4290,Sweden,2 - Female,4218300.0,44900.0,1543500.0,826700.0,927600.0,193200.0,0.0,2,4218300.0
1985,4290,Sweden,1 - Male,4123800.0,49300.0,1610700.0,882700.0,834600.0,108200.0,0.0,1,4123800.0
1985,4290,Sweden,2 - Female,4226600.0,46600.0,1536000.0,845000.0,921300.0,200500.0,0.0,1,4226600.0
1986,4290,Sweden,1 - Male,4132300.0,51400.0,1606600.0,897400.0,827300.0,111100.0,0.0,1,4132300.0
1986,4290,Sweden,2 - Female,4237500.0,48600.0,1531100.0,859400.0,915000.0,207500.0,0.0,1,4237500.0
1987,4290,Sweden,1 - Male,4145000.0,52800.0,1606500.0,909600.0,819700.0,114600.0,0.0,1,4145000.0
1987,4290,Sweden,2 - Female,4252800.0,50300.0,1529600.0,871600.0,908000.0,215000.0,0.0,1,4252900.0
1988,4290,Sweden,1 - Male,4164100.0,55500.0,1610400.0,921700.0,811700.0,118100.0,0.0,1,4164200.0
1988,4290,Sweden,2 - Female,4272300.0,52700.0,1532000.0,883300.0,899400.0,222200.0,0.0,1,4272400.0
1989,4290,Sweden,1 - Male,4194000.0,58600.0,1621700.0,931900.0,803800.0,122100.0,0.0,1,4193800.0
1989,4290,Sweden,2 - Female,4299000.0,55300.0,1540900.0,892800.0,890900.0,229900.0,0.0,1,4299100.0
1990,4290,Sweden,1 - Male,4228000.0,61500.0,1636800.0,941000.0,798100.0,126800.0,0.0,2,4227900.0
1990,4290,Sweden,2 - Female,4330800.0,58400.0,1553700.0,902100.0,883800.0,237400.0,0.0,2,4330600.0
1991,4290,Sweden,1 - Male,4255400.0,61500.0,1650200.0,949700.0,794100.0,130400.0,0.0,2,4255300.0
1991,4290,Sweden,2 - Female,4358300.0,58400.0,1566800.0,910900.0,878300.0,244200.0,0.0,2,4358300.0
1992,4290,Sweden,1 - Male,4282600.0,63200.0,1661500.0,952900.0,791400.0,134100.0,0.0,2,4282700.0
1992,4290,Sweden,2 - Female,4385500.0,59700.0,1578400.0,915300.0,874000.0,250900.0,0.0,2,4385600.0
1993,4290,Sweden,1 - Male,4307800.0,61500.0,1671100.0,950100.0,790900.0,137200.0,0.0,1,4307900.0
1993,4290,Sweden,2 - Female,4410800.0,58500.0,1588400.0,914200.0,871200.0,256700.0,0.0,1,4410800.0
1994,4290,Sweden,1 - Male,4338600.0,58600.0,1679300.0,944500.0,793800.0,140500.0,0.0,1,4338900.0
1994,4290,Sweden,2 - Female,4442200.0,56100.0,1597800.0,909600.0,871900.0,262400.0,0.0,1,4442400.0
1995,4290,Sweden,1 - Male,4361200.0,55100.0,1678600.0,934900.0,794600.0,143400.0,0.0,1,4361200.0
1995,4290,Sweden,2 - Female,4465800.0,52400.0,1598900.0,901900.0,869100.0,268000.0,0.0,1,4465800.0
1996,4290,Sweden,1 - Male,4367900.0,50800.0,1667700.0,923100.0,793800.0,145500.0,0.0,1,4368000.0
1996,4290,Sweden,2 - Female,4473100.0,48300.0,1589400.0,891500.0,863600.0,272400.0,0.0,1,4473100.0
1997,4290,Sweden,1 - Male,4370900.0,47400.0,1653100.0,913500.0,799800.0,147700.0,0.0,1,4370800.0
1997,4290,Sweden,2 - Female,4475300.0,45200.0,1576400.0,882100.0,864300.0,276400.0,0.0,1,4475500.0
1998,4290,Sweden,1 - Male,4373900.0,46200.0,1638600.0,907900.0,812600.0,149900.0,0.0,1,4374000.0
1998,4290,Sweden,2 - Female,4477300.0,43500.0,1563200.0,875800.0,872000.0,280300.0,0.0,1,4477200.0
1999,4290,Sweden,1 - Male,4377951.0,45660.0,1627526.0,907959.0,830817.0,149499.0,0.0,0,4377951.0
1999,4290,Sweden,2 - Female,4480100.0,43141.0,1553014.0,875134.0,885033.0,274255.0,0.0,0,4480100.0
2000,4290,Sweden,1 - Male,4386522.0,46037.0,1619327.0,913444.0,852707.0,154690.0,0.0,0,4386522.0
2000,4290,Sweden,2 - Female,4485772.0,43504.0,1545251.0,879909.0,901293.0,282471.0,0.0,0,4485772.0
2001,4290,Sweden,1 - Male,4400680.0,46989.0,1612445.0,922400.0,876012.0,159785.0,0.0,0,4400680.0
2001,4290,Sweden,2 - Female,4495447.0,44195.0,1538471.0,887690.0,919616.0,286754.0,0.0,0,4495447.0
2002,4290,Sweden,1 - Male,4417776.0,48244.5,1606610.5,932383.5,899720.5,163641.0,0.0,0,4417776.0
2002,4290,Sweden,2 - Female,4507182.0,45595.0,1532446.0,896432.0,939022.5,290795.0,0.0,0,4507182.0
2003,4290,Sweden,1 - Male,4436881.5,50206.5,1602936.5,939346.5,922445.5,166618.5,0.0,0,4436881.5
2003,4290,Sweden,2 - Female,4521347.5,47421.5,1528516.0,903192.0,957994.5,293240.5,0.0,0,4521347.5
2004,4290,Sweden,1 - Male,4456483.5,51587.5,1600758.5,942966.5,943682.0,169670.5,0.0,0,4456483.5
2004,4290,Sweden,2 - Female,4537047.5,48572.5,1526365.0,907378.5,975911.5,295967.0,0.0,0,4537047.5
2005,4290,Sweden,1 - Male,4476430.5,52086.0,1600881.0,945594.5,962782.0,172137.0,0.0,0,4476430.5
2005,4290,Sweden,2 - Female,4553141.5,49236.5,1526193.5,910599.0,991543.5,298382.0,0.0,0,4553141.5
2006,4290,Sweden,1 - Male,4505036.5,53409.5,1608450.5,949961.0,979422.5,174031.0,0.0,0,4505036.5
2006,4290,Sweden,2 - Female,4575468.0,50507.0,1532185.5,915632.0,1005124.5,299896.5,0.0,0,4575468.0
2007,4290,Sweden,1 - Male,4543722.0,55056.0,1623369.0,957137.0,995361.0,175405.0,0.0,0,4543729.0
2007,4290,Sweden,2 - Female,4604370.0,51962.0,1544299.0,922345.0,1018811.0,299919.0,0.0,0,4604377.0
2008,4290,Sweden,1 - Male,4583816.0,55978.0,1640907.0,964400.0,1012224.0,176751.0,0.0,0,4583822.0
2008,4290,Sweden,2 - Female,4635822.0,52733.0,1559273.0,929585.0,1033770.0,299491.0,0.0,0,4635827.0
2009,4290,Sweden,1 - Male,4626362.0,57124.0,1659358.0,971788.0,1029075.0,178107.0,0.0,0,4626368.0
2009,4290,Sweden,2 - Female,4672153.0,53768.0,1575865.0,938145.0,1048846.0,299364.0,0.0,0,4672158.0
2010,4290,Sweden,1 - Male,4669629.0,58608.0,1676664.5,978265.5,1044678.0,179590.0,0.0,0,4669629.0
2010,4290,Sweden,2 - Female,4708497.0,55407.0,1590665.5,945404.0,1063334.0,299374.0,0.0,0,4708497.0
2011,4290,Sweden,1 - Male,4708539.0,58428.0,1692308.0,981763.0,1059858.0,181278.0,0.0,0,4708545.0
2011,4290,Sweden,2 - Female,4740674.0,55585.0,1603757.0,949593.0,1077463.0,299244.0,0.0,0,4740681.0
2012,4290,Sweden,1 - Male,4746370.0,57834.0,1706954.0,983085.0,1074267.0,182598.0,0.0,0,4746377.0
2012,4290,Sweden,2 - Female,4773005.0,54967.0,1617921.0,951434.0,1090751.0,298182.0,0.0,0,4773010.0
2013,4290,Sweden,1 - Male,4790131.0,58479.0,1724177.5,982005.5,1086728.5,183765.0,0.0,0,4790131.0
2013,4290,Sweden,2 - Female,4810247.5,55268.5,1634886.0,951096.0,1102468.0,296509.5,0.0,0,4810247.5
2014,4290,Sweden,1 - Male,4843298.5,59116.5,1746049.5,979770.0,1097579.0,185229.0,0.0,0,4843298.5
2014,4290,Sweden,2 - Female,4852811.0,55827.5,1653744.5,948463.0,1112311.5,295214.5,0.0,0,4852811.0
2015,4290,Sweden,1 - Male,4843298.5,59116.5,1746049.5,979770.0,1097579.0,185229.0,0.0,0,4843298.5
2015,4290,Sweden,2 - Female,4852811.0,55827.5,1653744.5,948463.0,1112311.5,295214.5,0.0,0,4852811.0
2016,4290,Sweden,1 - Male,4972156.5,60499.5,1799277.0,978599.0,1116787.0,190339.5,0.0,0,4972156.5
2016,4290,Sweden,2 - Female,4950928.5,56951.0,1693746.5,944931.5,1131192.0,292980.0,0.0,0,4950928.5
2017,4290,Sweden,1 - Male,5048004.5,60452.0,1831912.0,980160.0,1124195.0,194427.5,0.0,0,5048004.5
2017,4290,Sweden,2 - Female,5009693.0,57366.5,1716724.0,945174.5,1138412.0,293745.0,0.0,0,5009693.0
2018,4290,Sweden,1 - Male,5112550.0,59965.5,1854227.5,983335.5,1129747.0,199478.0,0.0,0,5112550.0
2018,4290,Sweden,2 - Female,5062663.5,56761.0,1733343.0,947084.0,1142847.5,296063.5,0.0,0,5062663.5
1950,5020,Australia,1 - Male,4122900.0,94500.0,1972400.0,854500.0,584000.0,40400.0,0.0,1,4122900.0
1950,5020,Australia,2 - Female,4055800.0,90400.0,1888700.0,800900.0,631800.0,56400.0,0.0,1,4055800.0
1951,5020,Australia,1 - Male,4253700.0,96900.0,2039200.0,882600.0,594000.0,41400.0,0.0,1,4253700.0
1951,5020,Australia,2 - Female,4168000.0,92500.0,1943300.0,823200.0,647500.0,58100.0,0.0,1,4168000.0
1952,5020,Australia,1 - Male,4372600.0,99000.0,2101400.0,906700.0,601700.0,41500.0,0.0,1,4372600.0
1952,5020,Australia,2 - Female,4263900.0,94400.0,1987100.0,844600.0,661900.0,59100.0,0.0,1,4263900.0
1953,5020,Australia,1 - Male,4462600.0,101600.0,2145600.0,920900.0,611000.0,41700.0,0.0,1,4462600.0
1953,5020,Australia,2 - Female,4352700.0,97900.0,2026500.0,861200.0,675000.0,60700.0,0.0,1,4352700.0
1954,5020,Australia,1 - Male,4546100.0,101200.0,2191300.0,932300.0,618700.0,42300.0,0.0,1,4546100.0
1954,5020,Australia,2 - Female,4440400.0,96900.0,2072300.0,877500.0,685600.0,62400.0,0.0,1,4440400.0
1955,5020,Australia,1 - Male,4656300.0,102800.0,2252800.0,950600.0,628900.0,42700.0,0.0,1,4656300.0
1955,5020,Australia,2 - Female,4543400.0,98600.0,2123900.0,897500.0,698900.0,64200.0,0.0,1,4543400.0
1956,5020,Australia,1 - Male,4776000.0,106700.0,2316800.0,975300.0,639500.0,43300.0,0.0,1,4776000.0
1956,5020,Australia,2 - Female,4649500.0,100600.0,2177800.0,924100.0,711600.0,66200.0,0.0,1,4649500.0
1957,5020,Australia,1 - Male,4882300.0,108400.0,2374900.0,998100.0,650100.0,43600.0,0.0,1,4882300.0
1957,5020,Australia,2 - Female,4757900.0,102900.0,2235500.0,948800.0,724400.0,67700.0,0.0,1,4757900.0
1958,5020,Australia,1 - Male,4976600.0,111300.0,2424100.0,1017400.0,660500.0,44600.0,0.0,1,4976600.0
1958,5020,Australia,2 - Female,4865800.0,106000.0,2292700.0,970500.0,736300.0,70700.0,0.0,1,4865800.0
1959,5020,Australia,1 - Male,5080200.0,113500.0,2483800.0,1035800.0,670600.0,45300.0,0.0,1,5080200.0
1959,5020,Australia,2 - Female,4976200.0,108800.0,2354800.0,991200.0,746900.0,73500.0,0.0,1,4976200.0
1960,5020,Australia,1 - Male,5192300.0,115400.0,2553800.0,1054300.0,681400.0,47200.0,0.0,1,5192300.0
1960,5020,Australia,2 - Female,5082700.0,109500.0,2418000.0,1011200.0,757200.0,77600.0,0.0,1,5082700.0
1961,5020,Australia,1 - Male,5312300.0,119900.0,2627600.0,1073500.0,694100.0,49100.0,0.0,1,5312300.0
1961,5020,Australia,2 - Female,5195900.0,114200.0,2481900.0,1029700.0,768600.0,81400.0,0.0,1,5195900.0
1962,5020,Australia,1 - Male,5399100.0,119800.0,2687800.0,1084100.0,707700.0,50600.0,0.0,1,5399200.0
1962,5020,Australia,2 - Female,5301300.0,114500.0,2551300.0,1041300.0,781600.0,85200.0,0.0,1,5301300.0
1963,5020,Australia,1 - Male,5499900.0,118600.0,2759400.0,1097400.0,722200.0,51500.0,0.0,1,5499900.0
1963,5020,Australia,2 - Female,5407000.0,112300.0,2623200.0,1052300.0,795900.0,88400.0,0.0,1,5407000.0
1964,5020,Australia,1 - Male,5605200.0,117700.0,2836400.0,1108600.0,735300.0,53000.0,0.0,1,5605200.0
1964,5020,Australia,2 - Female,5516400.0,111300.0,2697800.0,1059900.0,809300.0,91800.0,0.0,1,5516400.0
1965,5020,Australia,1 - Male,5714500.0,113500.0,2918500.0,1120300.0,750700.0,54400.0,0.0,1,5714500.0
1965,5020,Australia,2 - Female,5626400.0,107600.0,2772900.0,1067300.0,824200.0,96100.0,0.0,1,5626400.0
1966,5020,Australia,1 - Male,5816400.0,112600.0,2988400.0,1133800.0,766900.0,56300.0,0.0,1,5816400.0
1966,5020,Australia,2 - Female,5734100.0,107000.0,2841100.0,1078000.0,840600.0,100600.0,0.0,1,5734100.0
1967,5020,Australia,1 - Male,5939300.0,115900.0,3065300.0,1147300.0,784600.0,57800.0,0.0,1,5939300.0
1967,5020,Australia,2 - Female,5859800.0,109700.0,2916300.0,1087300.0,858300.0,104500.0,0.0,1,5859600.0
1968,5020,Australia,1 - Male,6043200.0,117400.0,3132700.0,1159700.0,801500.0,59500.0,0.0,1,6043300.0
1968,5020,Australia,2 - Female,5965400.0,111800.0,2979500.0,1095600.0,876300.0,109700.0,0.0,1,5965200.0
1969,5020,Australia,1 - Male,6170200.0,124300.0,3211700.0,1174200.0,819900.0,61100.0,0.0,1,6170400.0
1969,5020,Australia,2 - Female,6092800.0,119300.0,3053300.0,1106100.0,896800.0,113800.0,0.0,1,6092800.0
1970,5020,Australia,1 - Male,6292000.0,126000.0,3293200.0,1179500.0,836300.0,62600.0,0.0,1,6292300.0
1970,5020,Australia,2 - Female,6215400.0,120300.0,3132000.0,1112400.0,914600.0,118200.0,0.0,1,6215300.0
1971,5020,Australia,1 - Male,6412700.0,134400.0,3365900.0,1181000.0,849200.0,63400.0,0.0,1,6412700.0
1971,5020,Australia,2 - Female,6342900.0,129000.0,3203200.0,1115900.0,931300.0,121400.0,0.0,1,6343000.0
1972,5020,Australia,1 - Male,6512700.0,136600.0,3425200.0,1179900.0,863700.0,63600.0,0.0,1,6512400.0
1972,5020,Australia,2 - Female,6446300.0,131100.0,3262100.0,1116700.0,947700.0,125000.0,0.0,1,6446500.0
1973,5020,Australia,1 - Male,6594500.0,128800.0,3479400.0,1179200.0,876900.0,64000.0,0.0,1,6594700.0
